tilePipes,0,0,32,32,32,32,0,1,1,4294967295
tilePipes,768,0,96,32,32,32,0,1,1,4294967295
tilePipes,768,576,96,96,32,32,0,1,1,4294967295
tilePipes,0,32,32,0,32,32,0,1,1,4294967295
tilePipes,0,64,32,0,32,32,0,1,1,4294967295
tilePipes,0,96,32,0,32,32,0,1,1,4294967295
tilePipes,0,128,32,0,32,32,0,1,1,4294967295
tilePipes,0,160,32,0,32,32,0,1,1,4294967295
tilePipes,0,192,32,0,32,32,0,1,1,4294967295
tilePipes,0,224,32,0,32,32,0,1,1,4294967295
tilePipes,0,256,32,0,32,32,0,1,1,4294967295
tilePipes,32,0,0,32,32,32,0,1,1,4294967295
tilePipes,64,0,0,32,32,32,0,1,1,4294967295
tilePipes,96,0,0,32,32,32,0,1,1,4294967295
tilePipes,160,0,0,32,32,32,0,1,1,4294967295
tilePipes,192,0,0,32,32,32,0,1,1,4294967295
tilePipes,224,0,0,32,32,32,0,1,1,4294967295
tilePipes,288,0,0,32,32,32,0,1,1,4294967295
tilePipes,320,0,0,32,32,32,0,1,1,4294967295
tilePipes,352,0,0,32,32,32,0,1,1,4294967295
tilePipes,256,0,0,32,32,32,0,1,1,4294967295
tilePipes,128,0,0,32,32,32,0,1,1,4294967295
tilePipes,416,0,64,32,32,32,0,1,1,4294967295
tilePipes,448,0,64,32,32,32,0,1,1,4294967295
tilePipes,480,0,64,32,32,32,0,1,1,4294967295
tilePipes,512,0,64,32,32,32,0,1,1,4294967295
tilePipes,544,0,64,32,32,32,0,1,1,4294967295
tilePipes,576,0,64,32,32,32,0,1,1,4294967295
tilePipes,608,0,64,32,32,32,0,1,1,4294967295
tilePipes,640,0,64,32,32,32,0,1,1,4294967295
tilePipes,672,0,64,32,32,32,0,1,1,4294967295
tilePipes,704,0,64,32,32,32,0,1,1,4294967295
tilePipes,736,0,64,32,32,32,0,1,1,4294967295
tilePipes,768,32,96,0,32,32,0,1,1,4294967295
tilePipes,768,64,96,0,32,32,0,1,1,4294967295
tilePipes,768,96,96,0,32,32,0,1,1,4294967295
tilePipes,768,128,96,0,32,32,0,1,1,4294967295
tilePipes,768,160,96,0,32,32,0,1,1,4294967295
tilePipes,768,192,96,0,32,32,0,1,1,4294967295
tilePipes,768,224,96,0,32,32,0,1,1,4294967295
tilePipes,768,256,96,0,32,32,0,1,1,4294967295
tilePipes,768,320,96,64,32,32,0,1,1,4294967295
tilePipes,768,352,96,64,32,32,0,1,1,4294967295
tilePipes,768,384,96,64,32,32,0,1,1,4294967295
tilePipes,768,416,96,64,32,32,0,1,1,4294967295
tilePipes,768,448,96,64,32,32,0,1,1,4294967295
tilePipes,768,480,96,64,32,32,0,1,1,4294967295
tilePipes,768,512,96,64,32,32,0,1,1,4294967295
tilePipes,768,544,96,64,32,32,0,1,1,4294967295
tilePipes,736,576,64,96,32,32,0,1,1,4294967295
tilePipes,704,576,64,96,32,32,0,1,1,4294967295
tilePipes,672,576,64,96,32,32,0,1,1,4294967295
tilePipes,640,576,64,96,32,32,0,1,1,4294967295
tilePipes,608,576,64,96,32,32,0,1,1,4294967295
tilePipes,576,576,64,96,32,32,0,1,1,4294967295
tilePipes,544,576,64,96,32,32,0,1,1,4294967295
tilePipes,512,576,64,96,32,32,0,1,1,4294967295
tilePipes,480,576,64,96,32,32,0,1,1,4294967295
tilePipes,448,576,64,96,32,32,0,1,1,4294967295
tilePipes,416,576,64,96,32,32,0,1,1,4294967295
tilePipes,64,576,0,96,32,32,0,1,1,4294967295
tilePipes,32,576,0,96,32,32,0,1,1,4294967295
tilePipes,96,576,0,96,32,32,0,1,1,4294967295
tilePipes,128,576,0,96,32,32,0,1,1,4294967295
tilePipes,160,576,0,96,32,32,0,1,1,4294967295
tilePipes,192,576,0,96,32,32,0,1,1,4294967295
tilePipes,224,576,0,96,32,32,0,1,1,4294967295
tilePipes,256,576,0,96,32,32,0,1,1,4294967295
tilePipes,288,576,0,96,32,32,0,1,1,4294967295
tilePipes,320,576,0,96,32,32,0,1,1,4294967295
tilePipes,352,576,0,96,32,32,0,1,1,4294967295
tilePipes,0,576,32,96,32,32,0,1,1,4294967295
tilePipes,0,320,32,64,32,32,0,1,1,4294967295
tilePipes,0,352,32,64,32,32,0,1,1,4294967295
tilePipes,0,384,32,64,32,32,0,1,1,4294967295
tilePipes,0,416,32,64,32,32,0,1,1,4294967295
tilePipes,0,448,32,64,32,32,0,1,1,4294967295
tilePipes,0,480,32,64,32,32,0,1,1,4294967295
tilePipes,0,512,32,64,32,32,0,1,1,4294967295
tilePipes,0,544,32,64,32,32,0,1,1,4294967295
tileDefault,0,288,32,96,32,32,0,1,1,4294967295
tileDefault,768,288,32,96,32,32,0,1,1,4294967295
tileDefault,384,0,32,96,32,32,0,1,1,4294967295
tileDefault,384,576,32,96,32,32,0,1,1,4294967295
tileDefault,192,160,32,64,32,32,0,1,1,4294967295
tileDefault,192,192,32,64,32,32,0,1,1,4294967295
tileDefault,192,224,32,64,32,32,0,1,1,4294967295
tileDefault,320,224,32,64,32,32,0,1,1,4294967295
tileDefault,320,192,32,64,32,32,0,1,1,4294967295
tileDefault,320,160,32,64,32,32,0,1,1,4294967295
tileDefault,384,224,32,64,32,32,0,1,1,4294967295
tileDefault,384,256,32,64,32,32,0,1,1,4294967295
tileDefault,448,160,32,64,32,32,0,1,1,4294967295
tileDefault,448,192,32,64,32,32,0,1,1,4294967295
tileDefault,448,224,32,64,32,32,0,1,1,4294967295
tileDefault,448,256,32,64,32,32,0,1,1,4294967295
tileDefault,576,256,32,64,32,32,0,1,1,4294967295
tileDefault,576,224,32,64,32,32,0,1,1,4294967295
tileDefault,576,192,32,64,32,32,0,1,1,4294967295
tileDefault,576,160,32,64,32,32,0,1,1,4294967295
tileDefault,384,128,32,96,32,32,0,1,1,4294967295
tileDefault,384,192,32,96,32,32,0,1,1,4294967295
tileDefault,384,288,32,96,32,32,0,1,1,4294967295
tileDefault,448,128,32,96,32,32,0,1,1,4294967295
tileDefault,480,128,32,96,32,32,0,1,1,4294967295
tileDefault,448,288,32,96,32,32,0,1,1,4294967295
tileDefault,512,160,32,96,32,32,0,1,1,4294967295
tileDefault,512,192,32,96,32,32,0,1,1,4294967295
tileDefault,544,224,32,96,32,32,0,1,1,4294967295
tileDefault,576,128,32,96,32,32,0,1,1,4294967295
tileDefault,576,288,32,96,32,32,0,1,1,4294967295
tileDefault,320,128,32,96,32,32,0,1,1,4294967295
tileDefault,192,128,32,96,32,32,0,1,1,4294967295
tileDefault,192,256,32,96,32,32,0,1,1,4294967295
tileDefault,224,288,32,96,32,32,0,1,1,4294967295
tileDefault,256,256,32,96,32,32,0,1,1,4294967295
tileDefault,288,288,32,96,32,32,0,1,1,4294967295
tileDefault,320,256,32,96,32,32,0,1,1,4294967295
